DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
42	Balrampur	0,45	0	0	NA	0	81,72	72,39	59,54	1,92	18,37	813	647,7736206	28448,49609	22,54	3,37	-1,8	0,17	-1,81	0,31	0,3	12,8	-0,9	6,94	-9,72	58,23	27,72	-0,36	-2,43	1,93	7,23	-0,33	98,05	98,55	73	40,41	51,88	519	11,78	0	20	13,27	0	60,67	2148665	6	35,23	30,69	3,93	20,37	0	0	10,36	0	12,9	-0,58
43	Banas Kantha	0,53	3,04	53,73	9,36	0	55,38	13,53	45,4	4,05	16,35	176	289,2571411	17065,33203	23,34	3,28	-3,8	1,69	-2,35	-0,64	-0,82	13,2	-0,2019	6,92	-38,2	58,92	24,61	2,11	1,99	-4,24	0,26	-0,84	91,93	92,34	5	54,64	51,61	582	12,24	0	48	28,08	6	65,94	3120506	17	17,41	14,4	9,99	33,84	0	2	8,17	0	10,49	-0,35
44	Banda	1,15	3,35	38,26	13,19	0	63,15	56,96	48,62	1,61	16,39	794	397,3962097	14766,23047	44,55	6,33	-5,68	0,67	-3,35	-0,01	-0,02	12,09	-0,0874	5,51	-17,8	50,94	17,05	-0,8	-0,9	0,48	3,9	0,95	96,84	97,58	57	55,74	53,68	479	9,99	0	44	22,05	0	54,13	1799410	8	48,57	39,74	4,12	25,15	0	1	12,02	0	21,55	0,72
45	Bandipor	0,98	7,07	92,63	12,84	0	46,9	9,94	59,7	3,94	15,74	1316	149,1376495	8042,015625	22,18	-3,06	-6,57	2,14	-2,29	1,14	-0,76	11,3	-0,3306	1,32	-21,29	58,4	28,65	0,89	-0,95	-0,76	4,84	0,42	98,59	86,79	48	47,42	52,95	683	4,02	1	12	16,5	0	60,8	392232	0	44,84	40,67	8,96	59,07	0	7	4,52	0	0,1	-0,14
46	Bangalore	25,21	51,19	99,86	49,18	12698343	66,92	22,95	15,42	17,45	10,94	263	4397,417969	16189,50977	20,27	-6,88	-6,27	8,27	9,76	-7,31	-8,27	4,92	-0,2153	11,56	-12	64,28	47,18	7,06	7,12	3,17	1,4	3,7	38,38	53,18	1	78,08	52,2	3	44,34	1	14	2,63	86	91,74	9621551	19	53,22	34,99	23,7	95,44	757,4530029	3	17,69	35	12,46	-0,56
47	Bangalore Rural	0,77	0,73	40,65	42,88	0	49,22	41,78	21,22	4,62	10,8	270	417,4064941	16971,85938	22,18	-0,28	-8,08	1,76	-2,29	-3,19	-0,76	8,43	-0,3306	12,15	-16,95	60,11	16,45	6,9	6,71	-0,76	4,84	2,21	72,96	85,62	9	69,51	51,38	28	30,7	0	9	10,53	0	73,68	990923	5	36,35	27,56	12,76	53,93	10,3599997	3	14,65	0	21,57	0,96
48	Banka	0,6	5,71	41,37	4,33	0	37,3	41,89	41,96	0,86	18,44	312	651,5411377	24732,79688	17,25	6,91	-8,66	0,39	-1,94	-0,61	-0,63	13,42	0,027	4,12	-21,5	46,65	26,48	1,97	2,75	0,41	3,14	1,17	98,04	98	117	47,44	52,45	300	6,42	0	27	32,9	0	47,66	2034763	2	27,55	23,21	3,9	17,64	0	1	10,26	0	12,18	-0,25
49	Bankura	1,03	1,78	41,34	23,92	0	54,67	72,25	26,38	1,04	11,64	133	504,3009033	6513,693848	16,05	4,39	-9,22	0,23	-2,73	0,59	-0,12	7,77	-0,1366	4,57	-4,24	37,06	12,65	-0,47	0,46	-4,66	0,81	1,55	97,35	97,98	47	62,08	51,11	143	9,56	2	31	20,75	1	39,31	3596674	11	30,51	23,74	5,68	34,72	0	5	11,51	0	32,65	1,41
50	Banswara	0,76	0	0	NA	0	71,27	10,89	35,54	1,44	18,1	194	397,2342529	6995,323731	27,31	1,23	-8,4	0,67	-1,78	0,44	0,29	11,3	-0,2804	7,7	-21,29	28,18	26,53	4,82	4,1	0,62	2,23	0,78	96,25	94,71	93	46,14	50,5	511	12,55	0	15	61,13	1	29,71	1797485	0	23,53	22,24	4,21	18,62	0	0	11,87	0	4,46	-0,14
51	Barabanki	1,06	11,85	57,4	5,13	0	75,55	78,62	47,62	2,1	15,94	834	736,381897	17271,48047	30,31	-3,57	-2,76	0,71	-3,31	0,14	0,29	13,64	-0,6441	8,65	-2,3	50,44	21,96	-5,1	-6,41	1,18	4,43	0,23	97,63	98,77	4	51,9	52,35	449	16,15	0	55	10,04	0	54	3260699	13	31,17	26,67	5,61	26,19	0	5	12,51	0	26,51	-0,37
52	Baramula	4,61	25,2	93,88	17,17	0	67,13	9,15	56,98	6,9	16,33	1267	432,4491577	3058,893066	27,31	-2,25	-6,57	3,9	-2,29	1,14	-0,76	9,74	-0,3306	1,38	-21,29	69,38	19,45	0,89	-0,95	-0,76	4,84	0,42	98,66	87,72	38	54,08	53,05	673	5,58	1	26	13,4	12	73,48	1008039	4	51,1	45,85	6,75	60,64	0	7	5,13	0	0,15	-0,14
53	Baran	0,36	0	0	NA	0	70,83	25,44	37,84	2,39	14,94	489	177,0569	14490,24023	48,19	-9,64	-13,7	0,87	-3,62	0,43	-0,21	8,24	-0,5339	13,86	-17,4	58,86	19,71	2,19	2,85	0,47	4,47	2,22	93,14	92,43	10	56,7	51,85	402	24,95	0	17	26,25	0	62,59	1222755	6	33,37	28,13	4,97	27,33	0	0	11,98	0	18,09	0,36
54	Barddhaman	5,01	33,23	96,07	14,48	0	63,34	64,76	22,36	2,74	10,78	133	1089,743408	11421,49512	20,55	4,94	-8,82	0,67	-2,32	5,34	2,62	7,01	-0,6385	5,34	-6,69	47,54	11,92	1,66	2,63	-2,48	-0,48	1,29	87,08	90,96	12	67,99	51,4	115	15,44	4	144	19,68	12	54,58	7717563	37	44,51	35,02	8,34	54,82	56,3199997	5	13,14	2	27,41	0,43
55	Bareilly	2,71	4,87	75,44	41,91	0	65,86	61,2	51,2	3,27	15,77	942	1175,881348	19373,71875	23,47	-3,99	-6,17	1,16	-4,11	0,24	-0,38	10,94	-0,4488	9,91	-9,06	58,5	22,93	2,14	1,85	3,57	9,35	0,37	93,57	94,3	75	49,27	53	214	21,42	1	45	14,08	13	64,56	4448359	27	28,42	25,02	10,12	50,62	0	1	8,72	2	12,52	-0,13
56	Bargarh	0,38	2,64	70,86	10,29	0	36,61	73,37	17,22	1,22	11	254	255,5209656	10361,93652	22,22	7,73	-10,6	0,48	-1,96	0,84	0,76	10,72	-0,0428	6,28	-11,1	30,41	10,02	6,42	5,54	-0,77	-0,33	3,95	92,54	92,82	103	66,42	50,58	538	12,87	0	17	19,92	1	32,99	1481255	4	45,91	40,33	5,35	24,28	0	1	20,67	0	20,17	0,81
57	Barmer	0,16	0	0	NA	0	68,07	10,58	51,24	6,03	19,26	289	89,6824646	8407,694336	44,34	-1,04	-7,15	4,19	-2,92	0,94	0,57	-0,27	-0,2626	4,25	-31,7	62,26	32,51	-7,35	-8,33	-0,85	4,15	1,01	97,52	98,07	177	45,64	52,58	654	8,89	0	16	28,85	0	66,82	2603751	22	35,96	30,9	3,82	26,24	0	0	8,54	0	16,76	1,04
58	Barnala	2,28	26,49	95,62	8,24	0	62,34	74,54	35,83	11,5	10,91	927	379,3165588	9916,055664	27,31	-5,55	-9,61	8,17	-2,29	0,62	0,29	9,74	-0,3306	14,1	-10,79	64,86	13,01	4,82	4,1	-0,76	4,84	0,42	93,01	94,61	65	60,42	53,32	260	44,06	0	21	5,5	0	79,45	595527	2	53,89	32,02	9,25	51,85	0	9	8,29	0	32,24	1,2
59	Barpeta	3,21	11,39	84,35	23,76	0	36,89	53,58	34,31	1,64	16,99	397	715,8165894	5531,264648	15,6	3,86	-9,61	0,67	-2,29	0,44	0,29	11,3	-0,1601	3,52	-16,95	46,81	21,43	4,82	4,1	-0,48	3,35	0,42	96,36	94,73	10	52,97	51,19	498	7,36	0	20	29,31	0	44,82	1693622	5	31,64	35,14	8,06	45,85	0	2	9,4	0	5,63	-0,14
60	Barwani	0,23	0	0	NA	0	38,34	21,05	48,15	1,28	19,14	209	252,8057251	27628,20508	18,83	-6,08	-8,07	0,04	-2,84	0,84	0,38	7,28	-0,2677	4,85	-4,55	25,26	27,57	4,21	5,74	-0,36	-0,51	1,62	92,55	89,85	12	39,68	50,46	375	12,82	0	15	54,46	0	28,87	1385881	0	25,17	27,45	2,92	15,14	0	0	9,6	0	6,35	0,05
61	Bastar	0,25	0	0	NA	0	40,4	62,58	29,75	1,38	15,33	242	136,3039093	8867,262695	15,6	3,86	-8,29	0,76	-2,29	0,6	-0,76	11,3	-0,2804	3,52	-10,79	28,18	17,96	5,74	5,78	0,62	2,23	2,21	93,68	87,8	194	46,06	49,43	414	10,69	0	7	28,29	1	19,11	1413199	3	64,54	65,01	4,99	21,23	0	0	17,7	0	2,69	-0,14
62	Basti	0,91	6,24	80,41	11,7	0	88,08	81,53	60,36	3,02	15,86	743	858,1002808	10883,78711	25,33	0,68	-4,3	0,81	-3,65	0,29	0,05	14,31	-0,6652	9,43	-6,91	70,47	18,21	-0,86	-2,84	1,63	6,88	-0,18	98	98,7	5	56,56	50,93	567	17,46	0	14	6,86	2	73,4	2464464	4	33,15	24,77	5,4	26,09	0	1	8,66	0	20,85	-0,01
63	Bathinda	3,2	18,95	83,34	14,08	0	58,46	66,3	34,29	13,6	10,89	883	409,1116638	7506,944824	21,89	1,65	-9,9	8,24	-1,74	-1,38	-0,67	7,39	0,0457	14,97	-11	60,04	17,34	3,46	3,73	-8,19	2,16	1,41	88,71	90,19	111	60,85	53,52	277	39,85	1	35	6,33	9	80,93	1388525	7	56,59	34,9	9,24	50,92	0	9	8,29	1	32,44	2,47
64	Baudh	0,08	0	0	NA	0	41,46	71,25	20,57	0,7	14,02	148	144,5011444	7920,542481	20,12	15,04	-6,58	0,14	-2,33	0,32	0,01	13,27	-0,1568	3,8	-16,6	20,85	18,15	-2,46	-3,32	-1,22	1,34	2,5	94,18	94,76	148	61,57	50,24	482	7,22	0	1	22,97	0	22,52	441162	0	45,85	40,78	5,65	23,29	0	0	20,54	0	23,79	1,9
65	Begusarai	7,42	79,99	99,89	9,27	0	43,37	49,63	37,61	1,65	18,38	407	1525,701538	14268,93652	22,98	5,94	-13,1	0,62	-2,1	1,01	0,58	13,98	0,4669	3,37	-21,8	53,67	26,44	2,6	0,5	1,08	5,44	2,36	96,82	96,86	77	52,13	52,77	399	6,94	1	74	26,45	1	56,09	2970541	10	24,13	20,71	7,24	38,51	0	62	14,29	0	14,55	0,03
66	Belgaum	1,16	20,33	80,16	4,58	99000	70,66	53,95	30,4	3,64	13,1	115	353,3161621	17635,2832	17,24	6,65	-7,05	1,46	-1,7	-0,81	-1,18	9,16	-0,3211	10,55	-14,1	56,24	13,41	1,38	1,36	0,98	4,25	1,11	84,21	86,1	32	63,85	50,7	389	23,75	1	169	14,72	9	66,56	4779661	11	39,79	32,57	6,71	35,34	115,8700027	1	12,43	2	12,08	1,12
67	Bellary	0,94	2,71	39,26	13,58	0	49,82	34,19	33,61	2,94	14,03	237	289,0847473	18664,29102	19,36	6,23	-8,8	1,4	-1,71	-4,42	-3,96	9,6	-0,3619	11,02	-28,2	58,43	20,99	1,95	3,04	1,2	7,07	0,4	76,14	84,88	89	57,96	50,43	263	23,1	2	59	16,62	10	67,89	2452595	15	29,79	20,71	8,55	40,53	0	1	10,8	0	21,1	2,64
68	Betul	0,25	0	0	NA	0	61,98	35,01	32,74	1,75	13,42	503	156,2704163	13294,74512	28,72	-3,25	-15,1	0,39	-3,41	4	5,16	4,45	-0,153	7,31	-8,6	32,59	12,92	7,27	9,2	1,08	1,76	2,32	87,04	81,16	90	59,65	50,73	499	18,11	0	13	40,4	0	37,03	1575362	15	47,93	52,22	4,58	22,26	0	0	12,83	0	10,11	-0,47
69	Bhadrak	3,02	9,84	82,53	25,34	0	43,63	59,59	34,89	1,19	12,25	26	625,2955322	3716,723877	21,84	9,68	-13,2	0,4	-2,19	0,68	0,49	9,44	-0,1866	6,62	-16,8	50,31	12,94	4,52	3,02	-0,82	2,02	0,44	95,85	97,37	15	72,64	50,47	250	11,24	0	11	22,37	1	53,32	1506337	4	36,68	32,67	4,35	34,41	0	2	9,37	0	22,23	0,74
70	Bhagalpur	5,13	42,2	98,89	12,03	0	45,51	39,15	42,5	1,53	17,99	348	1189,415039	13791,29004	21,78	8,49	-10,1	0,72	-1,5	0,09	1,54	11,93	-0,1185	4,23	-27	51,25	25,36	4,39	3,73	0,06	6,04	1,53	95,93	95,87	70	51,78	53,19	329	8,45	1	63	28,88	4	54,69	3037766	15	25,57	20,82	6,02	37,94	0	62	10,48	1	10,49	-0,02
71	Bhandara	0,66	0	0	NA	0	60,52	66,32	20,49	1,88	10,5	520	311,6131897	12538,64746	27,13	7,31	-9,33	0,82	-3,06	2,5	1,99	7,14	-0,0269	9,7	-12,8	43,31	5,65	8	10,28	-0,98	-2,38	1,02	88,42	86,64	4	74,97	50,45	434	19,93	0	14	18,31	0	47,66	1200334	8	54,65	58,66	6,41	27,13	0	0	14,12	0	16,69	-1,08
72	Bharatpur	1,09	1,22	12,63	11,3	0	59,6	36,1	50,75	2,44	17,11	701	502,8535767	13262,63672	26,32	-12,7	-9,2	1,16	-3,26	0,57	-0,51	7,49	-0,7455	12,16	-16,5	66,27	21,36	2,69	2,93	1,19	5,09	1,13	97,06	97,55	10	58,11	53,2	150	23,57	1	32	18,03	1	71,59	2548462	8	28,78	20,14	5,26	30,93	0	4	8,15	0	21,87	0,16
73	Bharuch	1,45	5,6	78,91	20,38	0	54,64	28,8	27,94	6,44	11,55	10	321,188446	10470,2002	17,88	-1,59	-2,19	3,62	-2,61	-0,11	0,24	8,22	-0,1213	11,82	-19,3	50	13,15	3,71	2,95	-1,71	2,14	1,13	83,5	81,35	6	72,1	51,95	298	31,07	1	31	21,67	6	64,2	1551019	28	44,16	45,88	6,29	47,11	3861,699951	1	15,09	0	4,01	-0,47
74	Bhavnagar	1,37	1,84	45,07	33,58	99000	50,71	44,04	41,28	3,23	13,24	21	349,9410706	14127,80469	20,07	-5,16	-5,96	0,73	-3,03	0,54	0,59	10,09	0,1126	12,86	-15,7	63,53	16,63	3,59	2,88	-1,04	-4,41	1,07	86,11	87,45	115	65,52	51,74	305	37,03	1	56	13,1	5	73,82	2880365	19	29,64	22,85	6,28	50,83	0	1	12,07	1	5,45	-0,3
75	Bhilwara	0,59	0	0	NA	0	71,62	43	35,32	3,55	15,02	396	228,0150452	11645,35449	44,97	-12	-6,18	1,53	-2,84	1,09	0,4	10,47	-0,297	16,42	-13,2	62,16	19,17	1,4	1,88	-1,04	1,41	1,61	91,25	93,2	13	52,15	50,68	426	30,59	1	29	18,87	8	69,09	2408523	8	38,14	32,5	6,61	37,45	0	0	16,08	0	16,94	1,28
76	Bhind	1,38	0	0	NA	0	34,37	55,55	46,75	1,5	14,58	742	382,0967102	9497,356445	10,45	1,54	-14,8	0,3	-3,27	0,79	0,36	6,36	-0,2396	7,77	-14,7	56,38	19,21	1,29	1,32	-5,88	-2,6	2,87	96,77	97,65	50	64,29	54,42	282	15,47	0	27	21,1	0	59,4	1703005	4	40,22	31,09	3,23	25,22	0	0	10,8	0	22,01	0,53
77	Bhiwani	1,69	19,19	77,57	6,85	0	65,02	32,13	36,08	5,44	12,97	773	355,3913879	10764,58984	20,58	-2,28	-10,3	3,1	-2,76	-0,29	-1,24	8,62	-0,1845	11,05	-21	71,67	14,69	3,36	1,71	-4,56	-0,08	1,01	95,02	93,82	64	65,46	53,03	126	21,39	0	56	12,79	5	78,6	1634445	8	54,81	34,24	5,84	36,02	0	42	7,05	0	20,87	1,26
78	Bhojpur	2,98	71,55	99,45	4,15	0	62,25	49,76	57,52	1,78	16,83	503	1086,149292	16237,14648	26,01	8,44	-7,19	0,96	-2,04	-0,17	-0,66	10,78	-0,1619	6,8	-25,6	62,21	21,63	0,51	-0,61	2,37	6,59	0,36	96,56	97,03	72	58,61	52,43	508	10,51	1	82	21,49	0	64,57	2728407	13	41,41	31,02	5,98	32,43	0	62	8,09	0	15,59	0,27
79	Bhopal	4,19	6,82	98,17	60,29	422595	61,91	32,76	29,16	12,38	12,85	474	868,5205078	16989,47461	19,4	-5,05	-10	5,99	-2,82	4,94	1,93	7,13	-0,6267	9,24	-9,4	50,63	28,62	7,98	8,44	2,78	2,28	1,04	73,23	78,98	141	70,04	52,13	568	43,7	1	3	12,55	20	72,56	2371061	6	47,89	36,13	15,61	79,42	85	1	13	9	15,08	1,07
80	Bid	0,45	0	0	NA	0	65,51	22,01	32,59	2,35	13,65	292	233,8141327	15530,87598	28,51	3,22	-8,11	0,74	-1,86	1,5	0,76	9,04	0,5355	10,17	-30,7	59,63	19,61	5,65	3,58	0,77	-0,44	1,36	90,32	89,96	217	66,48	52,19	322	16,86	0	34	26,69	0	63,55	2585049	4	29,07	24,66	4,58	21,96	0	0	13,08	0	13,59	0,58
81	Bidar	0,83	0	0	NA	0	48,52	32,81	42,3	3,1	13,18	407	311,7883911	15326,24609	23,21	8,58	-11,2	1,45	-2,9	-1,39	-1,49	10,07	-0,2039	5,79	-31	53,55	13,37	7,21	6,92	0,55	2,41	1,72	88,79	91,89	121	61,21	51,12	144	14,29	1	31	24,72	0	59,96	1703300	4	35,67	25,72	7,78	40,02	0	0	9,62	0	23,47	3,58
82	Bijapur	0,06	0	0	NA	0	24,81	33,39	31,01	0,61	16,65	258	29,9636059	7180,942383	15,6	3,86	-8,29	0,76	-2,29	1,14	-0,76	11,3	-0,2804	3,52	-19,81	28,18	8,78	5,74	5,78	0,62	2,23	2,21	94,6	89,72	223	34,06	50,41	294	5,21	0	2	54,67	0	9,99	255230	0	60,14	69,1	2,52	13,5	0	0	17,53	0	3,97	-0,14
83	Bijapur k	0,48	0	0	NA	0	11,96	12,25	39,61	0,53	14,62	257	205,7774353	20392,62891	-27,8	-19	-7,22	-0,94	-1,25	-2,27	-3,01	9,37	-0,2442	-4,68	-21,3	0,08	20,5	2,57	4,21	2	3,98	-0,01	83,52	89,09	166	57,33	51,03	275	3,31	1	58	22,32	3	6,58	2177331	12	33,45	24,4	7,61	33,84	0	0	10,29	0	20,34	1,84
84	Bijnor	1,23	0	0	NA	0	73,72	60,21	50,7	2,73	15,32	957	846,2116089	23782,01563	17,76	-0,95	-7,15	0,94	-4,34	-0,05	-0,13	11,33	-0,5809	10,42	-12,1	64,49	17,6	4,14	3,64	0,67	7,37	0,08	96,07	97,54	61	57,98	52,17	142	20,88	0	47	12,78	1	70,79	3682713	18	28,42	23,6	6,79	50,03	0	0	8,3	0	21,38	0,44
85	Bikaner	0,56	0,57	53,82	53,6	0	73,99	26,04	52,44	4,55	16,94	600	86,3160248	8269,821289	42,49	-6,77	-5,87	1,95	-2,57	2,29	2,22	8,29	-0,4343	4,05	-21,2	65,95	24,28	-1,53	-3,03	-0,74	0,22	0,08	93,02	95,07	247	54,1	52,49	411	18,19	1	30	16,73	9	76,59	2363937	13	42,95	28,25	5,77	38,85	103,4100037	1	6,94	1	20,88	3,31
86	Bilaspur	1,01	3,09	66,4	21,61	0	11,11	0,87	28,15	1,07	15,31	445	317,5523376	9272,021484	-10,1	-54,5	-13,6	0,02	-2,1	2	1,23	7,49	0,0063	-8,06	-35,9	6,31	33,29	2,11	4,42	1,11	2,63	5,06	91,14	94,09	126	59,94	50,74	658	1,85	1	16	1,14	12	10,87	2663629	10	44,39	36,36	6,23	29,44	0	1	19,7	1	20,76	2,29
87	Bilaspur h	0,28	0	0	NA	0	85,06	6,7	28,64	8,17	10,98	1072	325,9010315	7707,361816	29,59	-1,24	-8,28	5,71	-1,6	1,87	0,06	7,32	0,2269	6,31	-21,8	68,39	12,05	4,89	4,6	1,64	5,52	-0,81	93,92	94,65	67	75,3	50,47	312	14,17	0	3	8,75	0	83,2	381956	1	79,51	70,84	5,22	35,23	0	0	13,06	0	25,92	0,52
88	Birbhum	1,89	10,22	38,47	7,13	0	46,48	55,55	20,17	0,9	12,81	193	772,8164062	11042,35254	10,29	-0,34	-12,6	0,04	-3,38	-1,67	-1,92	10,1	-0,1567	2,84	0,64	30,84	16,15	-0,95	0,77	-3,54	-2,92	4,54	93,98	95,09	58	61,63	51,13	172	6,71	0	51	33,6	0	33,5	3502404	15	35,7	29,82	7,34	37,01	0	62	14,93	1	29,5	-0,01
89	Bishnupur	14,06	85,4	99,96	16,46	0	22,14	55,75	37,34	4,48	13,19	309	473,8503113	2072,065186	14,52	13,01	-14,6	1,92	-1,78	-0,26	-2,47	8,35	-0,1409	5,61	-21,5	59,18	14,24	11,63	10,28	-4,14	-1,18	1,6	96,94	94,5	104	65,85	50,03	597	12,88	1	11	10,93	0	62,86	237399	0	65,37	65,25	21,48	55	0	9	7,11	0	9,31	8,48
90	Bokaro	2,63	18,5	95,55	13,6	0	64,18	63,16	37,92	5,39	14,25	261	733,6641846	16183,25879	20,08	4,39	-8,36	2,31	-2,13	6,08	4,3	9,82	-0,7713	6	-14,2	56,03	16,01	5	5,23	2,19	6,04	-0,8	74,72	79,21	29	61,75	52,02	275	27,85	1	34	13,36	4	61,11	2062330	17	47,31	39,68	7,51	61,49	0	3	10,04	0	14,51	1,21
91	Bongaigaon	2,36	0	0	NA	0	58,88	65,09	32,41	3,88	15,75	400	704,2936401	4506,27002	27,31	1,23	-9,04	1,76	-2,29	0,6	-0,76	9,74	-0,3306	7,7	-10,79	46,81	20,59	5,74	5,78	-0,76	4,84	0,78	89,42	88,88	14	58,75	50,87	482	11,03	0	3	19,15	4	52,3	738804	3	36,67	35,56	7,19	48,85	0	0	10,48	0	11,21	0,36
92	Budaun	0,73	3,71	18,79	3,69	0	47,46	49,72	55,55	1,58	18,06	883	713,8223877	28144,81445	22,62	-2,04	-2,77	0,5	-3,01	-0,32	-0,38	11,91	-0,8549	6,44	-13,4	55,46	19,95	0,47	-0,26	0,58	2,13	0,68	97,25	97,9	76	42,03	53,44	174	11,45	0	52	23,11	0	58,04	3681896	10	23,51	20,62	4,74	24,62	0	5	10,04	0	16,91	-0,19
93	Bulandshahar	1,63	21,04	47,99	3,73	0	63,43	55,1	52,73	3,6	15,71	843	1011,906006	24642,89063	17,76	-4,17	-7,42	1,49	-2,9	-1,16	-1,5	9,73	-0,4845	10,84	-10,9	65,75	20,12	4,15	2,28	-7,37	3,57	0,46	94,28	95,7	43	58,06	52,73	80	23,47	1	68	13,75	0	70,47	3499171	11	32,89	24,68	9,52	51,11	54,6599998	42	8,26	0	20,74	0,53
94	Buldana	0,61	0	0	NA	0	61,34	22,02	27,32	1,81	12,84	358	263,9846802	16399,54297	15,74	-1,42	-8,59	0,59	-2,4	0,62	-0,25	8,46	0,3221	8,41	-20,1	48,35	15,85	9,51	8,36	0,88	-0,47	1,88	89,8	89,01	131	72,69	51,72	406	15,29	0	50	33,62	1	53,03	2586258	8	36,95	29,58	3,38	18,94	0	0	14,47	0	18,21	7,38
95	Bundi	0,34	0,07	8,4	41,95	0	73,83	39,45	37,22	2,63	14,39	453	200,0911407	14593,31543	46,01	-11,9	-10,4	1,04	-3,77	1	0,8	7,19	-0,4881	13,95	-10,6	60,39	15,41	-0,03	0,15	-0,87	3,23	1,45	92,11	91,1	13	52,66	51,95	376	26,47	1	12	21,26	1	65,18	1110906	7	32,36	25,22	5,52	31,22	0	2	12,64	0	18,97	0,86
96	Burhanpur	0,33	0	0	NA	0	42,47	25,92	37,71	1,49	16,21	350	225,6168518	34650,31641	22,18	-2,68	-8,4	0,09	-2,29	-0,25	-0,76	9,74	-0,1601	5,48	-19,81	31,85	19,37	4,82	4,1	-0,48	3,35	0,78	86,08	84,4	127	53,93	51,26	446	15,58	1	10	40,96	0	38,85	757847	8	27,8	28,65	5,06	31,75	0	0	12,04	0	8,48	0,36
97	Buxar	3,01	46,85	98,15	6,31	0	56,75	52,59	58,46	2,04	17,3	537	1078,604248	15542,82422	22,18	9,71	-8,26	1,16	-2,09	0,24	-0,34	12,22	-0,61	6,85	-25,6	64,42	21,67	-3,04	-2,97	2,06	4,83	0,71	97,17	97,24	57	58,01	52,04	544	10,03	0	38	19,7	0	66,36	1706352	3	40,54	30,83	5,3	28,62	0	62	7,65	0	14,75	0,63
98	Cachar	5,22	14,53	88,6	31,85	209317	41,01	25,35	29,15	2,36	14,79	269	443,3538513	2157,645752	24,52	1,97	-13,6	1	-1,08	4,25	3,12	10,55	-0,3893	2,38	-19,8	40,2	20,19	9,3	8,89	-1,63	5,39	4,52	88,28	89,03	7	67,61	51,04	522	6,15	1	13	36,25	3	45,78	1736617	5	27,77	24,06	13,09	68,91	0	3	15,46	2	15,25	0,84
99	Central	100	100	100	100	0	75,35	15,02	32,51	18,33	10,77	823	27729,52344	27555,76172	28,46	-6,78	-6,7	6,72	-1,68	13,88	14,34	6,19	-1,4147	8,39	-13,4	54,7	-9,91	5,61	4,99	0,78	-0,38	-0,28	70,67	77,82	3	75,97	52,86	5	34,14	1	1	2,68	0	90,92	582320	14	41,93	29,37	13,13	99,42	0	42	11,76	0	24,59	1,26
100	Chamarajanagar	0,75	0	0	NA	0	34,8	39,29	19,43	1,28	9,86	155	181,3450012	10084,00586	17,71	8,38	-8,47	0,52	-2,05	-0,99	-0,54	10,56	-0,5669	8,28	-23,2	46,23	5,73	2,62	3,64	-0,04	2,8	3,68	89,95	94,08	87	55,38	50,18	125	14,99	0	37	24,07	0	50,33	1020791	1	26,54	22,56	8,04	32,03	0	0	16,25	0	25,42	0,8
101	Chamba	0,06	0	0	NA	0	89,54	1,62	36,73	4,98	13,55	1186	79,8830414	9351,679688	44,52	0,13	-4,73	3,36	-1,54	4,9	3,46	8,98	-0,693	5	-21,9	64,18	12,63	10,24	8,63	0,79	1,11	-2,95	92,54	95,72	78	62,39	50,34	460	8,71	0	2	17,29	0	72,56	519080	0	55,15	46,48	5,26	27,67	0	0	11,76	0	21,52	1,48
102	Chamoli	0,09	0	0	NA	0	87,29	1	28,76	2,93	13,32	1124	50,0389709	8441,142578	20,99	-0,03	-10,5	1,7	-1,72	-0,22	0,18	7,56	-0,0753	1,14	-6,48	63,86	5,74	2,75	-1,13	1,08	1,32	2,03	84,68	89,44	138	71,64	49,54	309	2,69	0	4	21,36	0	68,88	391605	0	71,91	53,81	5,4	30,92	0	0	18,65	0	20,25	2,02
103	Champawat	0,19	0	0	NA	0	78,05	14,37	36,79	2,65	14,26	1054	159,0980377	12781,66699	23,97	1,03	-5,72	1,39	-3,53	-0,51	-2,17	10,58	1,0297	5,74	-4,65	54,47	15,63	-0,61	-5,52	2,19	7,37	0,17	85,84	87,9	139	68,45	50,5	286	9,84	0	1	29,27	0	60,1	259648	0	43,14	28,25	5,94	35,7	0	0	12,86	0	18,25	1,28
