DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
540	Sirmaur	0,18	0	0,39	33,33	0	81,3	17,19	39,93	7,68	13,14	1030	187,8918457	13278,95801	31,09	-0,49	-3,21	5,51	-1,78	2,51	0,76	8,55	-0,473	9,26	-22,5	65,04	15,54	8,94	7,49	1,87	3,89	-4,89	86,46	91,77	57	68,44	52,14	230	18,05	0	4	11,41	0	77,67	529855	0	53,91	44,93	5,31	29,79	0	42	11,19	0	30,34	0,73
541	Sirohi	0,83	0	0	NA	0	70,16	26,15	41,76	3,14	16,73	262	197,662796	8552,697266	34,79	-6,1	-4,39	0,54	-3,13	1,53	0,92	2,78	0,0931	7,39	-16,5	54,46	21,76	1,99	2,48	-5,47	-2,29	-0,21	91,07	92,9	18	46,01	51,55	628	19,19	0	24	29,31	0	61,8	1036346	6	28,88	22,17	6,17	47,14	0	0	11,25	0	19,48	0,33
542	Sirsa	1,38	4,24	51,95	16,86	0	61,71	49,02	36,56	10,19	12,17	822	303,1809387	10657,7793	30,74	4,87	-8,43	5,95	-2,84	-0,56	-1,08	8,99	-0,4259	15,01	-20,1	68,3	15,99	3,99	1,9	-5,63	-1,64	0,38	91,35	90,57	169	60,45	52,7	254	31,51	0	34	10,03	5	79,5	1295189	6	54,33	32,28	6,62	37,09	0	1	7,21	1	29,91	3,26
543	Sitamarhi	6,82	89,07	99,81	7,64	0	32,68	43,3	32,6	0,99	19,37	542	1563,98999	13766,26855	19,75	9,12	-5,47	0,4	-1,37	-0,07	-0,15	11,49	-0,1707	3,16	-26	45,58	27,62	1,48	0,85	1,32	2,96	2,25	98,3	97,94	47	41,97	52,67	531	5,26	0	113	30,52	0	46,5	3423574	6	35,65	31,23	4,28	23,57	0	62	18,7	0	11,85	0,08
544	Sitapur	0,7	0	0	NA	0	78,66	72,48	46,49	1,47	16,67	918	777,930603	22136,84961	21,86	-2,61	-4,98	0,39	-3,04	0,41	0,31	12,13	-0,6621	5,96	-3,39	43,78	23,88	-6,55	-7,71	2,13	4,35	0,69	97,81	98,84	10	50,93	52,97	375	11,2	0	32	15,47	0	46,54	4483992	18	25,41	20,48	5,75	26,57	0	0	12,36	1	32,26	0,39
545	Sivaganga	1,58	0,04	0,42	18,62	0	53,94	50,48	15,07	2,4	10,25	50	328,5331116	8321,541016	32,57	6,46	-10,2	0,93	-1,25	-2,75	-3,61	7,79	0,8632	15,17	-29,6	67,06	15,9	13,82	10,59	2,32	9,71	2,83	81,13	89,39	29	71,67	49,93	227	26,68	0	25	3,82	0	75,69	1339101	9	40,03	31,25	10,2	45,09	0	44	18,77	1	17,01	0,66
546	Sivsagar	12,64	33,8	99,96	37,37	0	51,03	65,51	28	7,38	12,11	581	417,3495178	587,642395	23,52	3,31	-9,3	2,76	-2,07	1,99	2,01	6,77	-0,6749	7,07	-8,47	50,95	9,44	4,45	7,09	0,34	3,92	0,46	78,6	80,69	221	70,68	51,19	819	18,17	0	11	17,72	1	55,63	1151050	10	76,05	73,58	17,28	61,59	0	4	10,97	0	3,68	0,28
547	Siwan	4,55	71,2	99,65	6,37	0	73,88	70,25	57,11	2	16,56	568	1495,49353	11141,38086	33,33	7,22	-11,5	0,91	-3,69	0,12	-0,28	16,77	1,0657	7,42	-19,3	71,84	22,7	1,11	1,51	0,7	6,12	1,09	98,2	98,17	31	57,96	50,3	569	11,76	0	79	11,15	0	73,65	3330464	6	28,71	20,45	4,17	31,22	0	62	7,79	0	11,61	0,23
548	Solan	1,81	0,43	12,43	52,12	0	84,52	10,07	27,93	12,26	11,74	1047	295,3282471	2870,584961	25,69	-1,99	-5,01	8,65	-1,53	0,47	1,45	7,44	-0,794	9,74	-17,3	64,42	15,93	6,01	8,28	2,44	5,36	-2,54	70,24	80,99	38	73,85	53,2	273	20,49	0	5	5,42	3	88,12	580320	12	72,16	67,44	8,14	48,45	0	6	16,32	2	28,35	0,26
549	Solapur	0,83	2,65	52,11	16,41	0	69,74	48,84	32,36	3,29	12,47	237	287,1612244	18183,0957	27,34	2,95	-4,7	1,09	-2,33	3,48	3,58	6,71	-0,0872	13,92	-18	59,82	12,16	7,16	6,13	-0,1	-0,08	1,04	84,25	84,43	150	67,41	51,6	312	26,69	1	94	17,62	8	67,14	4317756	40	35,06	29,67	9,21	37,02	195	1	13,01	1	15,05	0,03
550	Sonapur	0,12	0	0	NA	0	35,13	72,55	18,69	0,87	12,26	196	254,9866333	18424,08008	19,57	11,72	-12,9	0,19	-2	0,72	0,31	11,42	0,1551	4,81	-14,3	26,51	12,61	4,26	3,99	-0,87	2,81	4,26	93,64	93,86	155	65,3	51,02	502	9,31	0	3	21,14	0	28,29	610183	1	45,79	39,53	5,51	25,55	0	0	19,81	0	25,6	1,98
551	Sonbhadra	0,62	1,13	31,39	17,16	0	82,45	62,33	46,24	3,14	17,35	522	274,6326904	15151,52051	47,85	5,2	-1,84	0,91	-3,35	5,27	-0,48	13,88	-0,5232	4,92	-13,3	45,99	27,27	0,39	-2,24	2,11	3	-1,26	88,35	93,95	98	52,92	52,15	581	15,51	0	29	19,05	1	50,64	1862559	11	52,04	45,5	5,09	29,86	0	2	11,97	0	22,64	-19,3
552	Sonipat	3,33	37,66	97,16	8,58	0	70,93	44,14	36,17	8,29	12,98	847	1178,862549	11456,63281	22,69	-5,87	-10,1	5,22	-2,38	-3,3	-2,62	7,24	-0,5058	14,89	-11,7	65,91	13,36	4,85	5,43	-2,12	4,83	0,89	88,95	88,87	18	68,85	53,88	63	31,34	2	44	9,72	7	76,87	1450001	4	49,67	34,7	8,96	51,86	120,1240005	42	8,2	1	18,62	0,53
553	Sonitpur	1,75	1,63	43,61	46,97	0	40,67	71,11	33,34	3,04	14,44	471	362,9026794	3148,509277	15,6	3,86	-8,4	1,92	-2,29	-0,25	-0,76	9,74	-0,3306	3,52	-10,79	46,81	15,55	4,82	4,1	-0,76	4,84	0,78	83,65	87,35	52	57,61	51,14	658	10,29	0	6	16,31	3	42,2	1924110	7	51,72	53,13	12,81	52,77	0	1	9,81	1	5,67	-0,14
554	South	61,29	98,54	100	62,2	0	80,02	27,32	30,08	21,87	12,12	812	11196,43066	18306,83203	27,57	-9,23	-2,19	5,39	-2,66	5,27	10,01	6,23	-1,8666	11,57	-12,8	58,33	20,51	2,88	2,38	1,2	-0,48	-1,71	63,52	73,5	6	76,08	53,71	10	36,95	1	1	2,37	0	92,65	2731929	28	48,78	30,64	15,21	99,04	0	42	13,09	2	15,48	-0,15
555	South 24 Parganas	20,83	82,17	99,95	25,34	0	39,6	42,31	25	2,18	12,57	13	1477,277954	4151,560547	11,24	4,43	-12,1	0,07	-2,64	0,61	0,01	8,88	-0,4796	2,36	-6,71	45,6	18,17	5,2	6,17	-0,71	2,99	1,07	92,76	94,58	35	67,77	51,14	47	4,88	1	129	29,95	0	49,12	8161961	18	26,35	24,77	9,46	60,81	66,4300003	62	10,61	0	30,19	-1,93
556	South Andaman	0,84	0	0	NA	580993	88,8	13,47	16,74	9,32	10,36	1	105,2328796	7357,548828	28,11	-0,28	-8,08	4,65	-1,78	3,2	NA	7,1	-0,5552	12,15	-21,29	64,86	14,24	6,9	NA	0,83	3,76	2,21	53,37	NA	1202	79,9	53,45	1304	30,71	0	4	3,96	6	91,13	238142	0	59,78	NA	16,31	91,59	0	0	17,5	0	0	0
557	South Garo Hills	0,08	0	0	NA	0	19,94	10,66	50,11	2,87	19,61	282	72,8796692	8308,280273	8,04	0,23	1,25	1,8	-1,5	1,48	0,18	14,26	-0,095	4,14	-17,9	24,77	29,11	4,82	0,27	0,22	10,25	-0,92	94,86	68,79	132	57,65	51,41	380	7,02	0	1	39,71	0	25,76	142334	0	40,6	47,61	7,9	36,48	0	0	9,17	0	0,22	0,02
558	South Goa	5,09	20,68	98,21	24,16	3521551	86,33	26,3	20,07	24,37	10,45	19	327,808075	4461,977051	11,55	-7,78	-5,89	14,19	-0,73	1,11	-21,5	7,33	-0,3701	17,66	-14,4	59,41	8,73	3,27	-11,6	1,66	3,64	0,73	75,75	44,72	84	78,44	50,34	451	57,36	0	14	4,28	2	89,59	640537	4	67,17	43,59	20,9	88,54	228,2799988	2	16,85	0	1,22	0,09
559	South Sikkim	0,67	1,91	75,51	26,34	0	64,27	0,69	32,51	6,7	10,72	549	198,4459534	4303,877441	42,16	0,14	-8,39	4,94	-5	1,63	-8,13	15,96	0,3253	1,3	-34,2	60,24	11,65	13,77	12,73	3,96	13,93	-1,55	71,35	57,52	44	72,69	52,21	526	2,51	0	5	20,76	0	69,84	146850	0	62,19	50,91	10,54	40,65	0	3	12,65	1	4,12	-0,64
560	South Tripura	10,14	29,11	97,98	34,11	0	82,62	40,72	17,65	1,68	12,78	69	271,039917	1031,560791	57,3	11,02	-12	0,86	-1,56	3,28	4,27	13,96	-0,3289	3,85	-22,1	39,47	14,15	6,36	7,8	-0,15	10,93	0,59	95,48	94,82	206	73,84	51,09	345	6,21	1	14	30,82	0	42,6	876001	0	24,05	25,46	7,28	46,34	0	2	12,62	0	16	-0,59
561	South West	43,96	78,07	99,95	56,29	35881964	82,05	35,52	26,6	22,78	11,69	807	5369,925293	11838,33496	26,34	-9,7	-4,37	11,28	-2,58	2,62	5,69	6,28	-1,7028	12,56	-9,71	60,7	30,65	6,4	5,37	2,3	0,74	-0,08	58,14	67	7	77,96	54,34	22	39,58	1	4	2,89	127	92,04	2292958	17	54,67	36,54	14,86	97,8	27,25	42	13,09	0	13,89	-0,86
562	Srikakulam	0,82	4,35	31,64	6	0	48,09	26,23	13,86	0,76	10,4	24	428,3857422	15576,9375	19,24	6,03	-8,21	0,35	-2,85	-1,09	-2,9	7,34	-0,0174	5,47	-31,8	44,92	6,52	20,22	16,29	-0,87	1,41	2,88	88,56	90,74	18	55,32	49,64	599	9,3	0	55	33,15	1	48,2	2703114	19	53,65	45,52	7,17	32,87	110	1	18,76	0	9,46	0,41
563	Srinagar	5,47	20,08	99,72	27,17	1632098	83,66	26,58	37,96	20,65	12,8	1277	2724,292969	49568,07422	28,11	-8,52	-9,61	12,65	-2,29	1,14	-0,76	9,74	-0,5552	7,67	-19,81	74,38	20,35	4,82	4,1	0,83	3,76	0,42	96,1	91,84	13	60,52	52,64	644	23,77	1	2	1,32	0	94,28	1236829	0	69,47	49,31	11,78	94,44	0	7	5,35	5	0,09	-0,14
564	Sultanpur	1,12	8,57	73,18	9,61	0	79,23	83,77	56,28	2,93	14,84	739	860,4389038	13563,26074	29,2	-0,67	-4,26	0,76	-4,35	0,22	-0,04	13,94	-0,0881	7,75	-4,12	66,25	18,11	-5,7	-8,08	1,36	6,72	-0,59	97,61	98,48	53	58,99	50,42	538	16,61	0	48	6,2	1	70,12	3797117	11	39,04	31,2	7,08	32,36	0	1	9,36	0	22,43	0,18
565	Sundargarh	1,07	2,39	82,25	36,86	0	57,07	72,12	24,86	3,09	12,57	258	214,9319305	7239,933106	23,56	5,37	-6,25	1,26	-1,9	2,36	0,66	8,65	-0,4177	5,68	-11,4	37,95	14,36	4,71	5,12	1,54	9,27	0,96	75,35	70,4	218	64,12	50,69	401	21,7	1	11	15,99	4	45,31	2093437	19	51,21	49,98	9,07	49,89	0	1	16,35	2	9,16	0,54
566	Supaul	8,16	71,79	97,57	11,09	0	41,94	43,72	37,08	0,92	19,62	460	923,3952026	7280,852051	26,22	9,67	-9,92	0,47	-1,58	-0,2	-0,67	16,98	-0,2452	2,99	-25,5	45,76	28,66	0	-0,17	1,63	2,93	2,96	97,58	97,51	7	46,35	51,83	440	4,96	0	86	31,53	0	47,01	2229076	4	26,61	21,73	3,34	13,85	0	62	12,23	0	15,89	1,09
567	Surat	4,16	16,94	88,95	21,83	99000	52,93	30,59	25,89	8,23	12,11	31	1461,153809	29811,18555	22,18	-5,55	-9,04	3,73	-1,78	0,32	-1,02	7,1	-0,5552	14,1	-19,81	64,86	42,24	5,74	5,78	0,83	3,76	0,78	60,67	63,11	14	75,17	55,95	243	40,82	1	40	12,62	24	76,61	6081322	18	36,68	33,88	8,26	82,95	74	9	13,42	2	2,6	-0,14
568	Surendranagar	0,54	0	0	NA	0	52,18	39,46	37,71	2,95	13,67	91	163,5258789	12254,55664	21,26	-2,94	-3,81	-0,78	-2,66	0,97	0,82	10,71	-0,1753	11,86	-15,1	60,49	15,92	4,39	5,44	-2,12	-1,03	1,02	89,66	90,11	62	62,27	51,81	433	29,05	1	32	16,38	3	71,87	1756268	20	28,89	23,92	5,2	36,96	0	0	13,59	0	10,22	-0,75
569	Surguja	0,32	0	0	NA	0	58,53	53,36	28,63	1,56	16,12	441	149,9864044	5148,823731	38	-1,12	-11	0,83	-3,04	1,13	0,81	6,05	-0,1513	3,95	-3,47	21,56	19,66	1,5	4,19	0,38	1,33	4,6	94,64	93,01	192	50,34	50,56	536	10,85	0	10	36,2	1	22,81	2359886	5	53,57	51,39	3,23	14,46	0	0	19,31	0	4,9	0,09
570	Tam Taran	1,4	3,27	29,19	12,48	0	50,22	67,04	42,19	7,9	12,26	989	459,0516663	11232,61719	22,18	-5,55	-9,61	3,73	-2,29	0,44	0,29	9,74	-0,1601	14,1	-10,79	64,86	19,23	4,82	4,1	-0,48	3,35	0,42	96,35	96,13	70	59,5	52,64	382	42,78	0	29	5,98	0	77,52	1119627	2	44,49	24,75	9,83	48,24	0	2	5,84	0	33,71	1,2
571	Tamenglong	0,11	0	0	NA	0	10,5	3,37	47,03	2,02	13,73	322	32,2668037	3151,703369	7,29	0,33	-17	0,73	-0,26	1,71	-20,8	9,48	-0,5767	1,52	-14,5	22,57	25,74	16,28	13,77	3,08	7,24	3,05	97,25	60,47	51	60,44	51,45	590	2,95	0	1	49,9	0	24,66	140651	1	50,19	44,19	8,66	28,16	0	0	7,14	0	0,02	0,01
572	Tapi	0,59	0	0	NA	0	42,65	32,03	28,23	3,15	11,04	72	256,0349121	12173,45898	22,18	-0,28	-8,29	1,76	-1,78	1,9	-1,02	9,74	-0,2804	12,15	-19,81	46,81	12,14	5,74	5,78	0,62	2,23	2,21	94,95	78,2	69	60,72	49,84	247	23,37	0	22	36,22	0	43,07	807022	3	35,54	39,48	5,68	20,05	0	0	15,12	0	1,01	-0,14
573	Tawang	0	0	0	NA	0	77,17	1,11	23,15	9,44	11,58	546	20,6431236	9257,994236	38,43	0,57	-4,41	7,56	-5,16	0,92	NA	12,77	2,2041	0,84	-10,3	30,64	28,4	6,59	NA	1,9	14,33	-1,15	71,96	NA	138	52,17	58,33	673	2,16	0	0	34,1	0	42,59	49977	0	54,53	NA	11,58	67,75	0	0	25,29	0	0	0
574	Tehri Garhwal	0,31	0,26	13,9	17	0	90,39	2,9	32,5	3,24	13,68	1061	159,8478851	5837,916504	30,46	0,37	-13,3	2,23	-2,61	0,16	-1,12	10,06	-0,6632	4,01	-21,5	69,11	2,35	1,5	-3,23	1,84	1,66	3,63	85,62	88,22	51	65,92	48,15	239	7,26	0	5	19,46	0	73,57	618931	0	59,52	39,99	5	30,38	0	42	18,75	0	16,5	2,06
575	Thane	3,4	8,77	93,31	36,19	0	74,32	16,62	22,4	7,09	12	30	1177,112427	28061,38281	17,91	-1,15	-3,29	3,76	-2,08	-0,9	-1	5,08	-0,8057	9,3	-15,9	59,71	36,01	4,87	5,15	3,87	4,77	0,92	72,34	70,27	21	74,39	53,03	66	20,54	4	44	11,36	37	82,77	11060148	50	40,56	33,81	15,94	82,91	1537,719971	4	14,41	0	6,6	2,42
576	Thanjavur	2,97	13,96	77,8	16,53	0	51,72	56,74	14,88	2,85	9,92	40	660,9588013	10252,3252	28,26	9,63	-8,68	1,49	-1,8	-1,31	-0,78	7,83	-0,3375	13,77	-28,3	61,71	8,56	9,29	4,35	1,44	5,96	3,82	78,59	90,72	62	74,44	49,15	288	26,73	2	40	5,21	6	73,87	2405890	11	30,1	17,83	8,73	44,02	0	3	18,07	5	18,91	0,88
577	The Dangs	0,14	0	0	NA	0	46,08	14,27	44,2	2,05	17,85	75	127,7509766	8231,666992	8,75	-6,04	0,47	0,82	-1,73	3,42	-2,09	13,77	-0,4686	5,79	-8,28	20,85	22,26	0,55	-1,97	-0,58	-2,95	-0,89	95,6	68,65	67	61,75	49,86	210	11,69	0	2	53,21	0	23,01	228291	1	25,58	34,32	3,12	11,17	0	0	11,08	0	0,43	-0,06
578	The Nilgiris	3,97	22,93	98,2	17	0	57,01	5,65	10,72	4,8	9,08	87	286,5915833	6917,443848	31,57	2,97	-7,15	1,81	-2,18	4,16	4,48	6,46	-0,6704	3,56	-33,5	63,35	-3,51	7,21	8,95	-5,35	-9,36	6,51	65,69	58,26	63	77,46	48,97	198	7,71	1	37	3,59	0	75,04	735394	7	73,53	64,31	26,38	72,93	0	44	21,38	0	32,08	0,85
579	Theni	1,38	26,14	97,29	5,13	0	43,38	29,05	10,25	1,94	9,6	115	435,324585	29273,23242	28,28	8,47	-6,56	0,71	-1,93	-3,66	-2,47	6,51	-0,3301	9,45	-40,6	53,41	13,89	6,29	6,17	0,86	3,74	4,66	71,4	80,37	58	69,84	50,22	104	17,02	0	61	7,66	1	61,43	1245899	4	51,36	41,2	9,89	40,25	0	44	22,23	0	20,72	1,36
580	Thiruvallur	6,34	23,66	96,17	25,79	0	56,63	39,94	12,38	5,81	10,88	35	1179,406494	14373,41113	35,86	-3,78	-7,13	3,94	-1,09	-4,26	-6,06	7,16	-0,4049	22,07	-22,4	71,2	35,33	11,1	12,89	3,91	10,75	1,97	67,79	80,1	25	74,88	50,32	41	38,74	1	43	2,88	0	82,27	3728104	30	53,63	43,7	16,23	77,63	1643,939941	3	16,07	0	22,04	0,23
581	Thiruvananthapuram	51,42	74,39	99,97	69,09	2814799	67,37	16,53	14,32	11,64	9,3	18	1471,224121	2868,336426	26,94	2,01	-3,45	7,12	-2,09	-3,02	-3,67	5,27	-0,6299	14,26	-26,8	63,09	2,07	4,82	6,25	2,33	5,8	4,39	87,77	87,98	12	84,37	47,91	114	26,63	1	8	7,04	20	84,19	3301427	14	80,7	70,01	22,55	89,18	87,4810028	44	17,05	7	11,3	-0,17
582	Thiruvarur	1,75	6,66	51,81	13,6	0	48,15	57,9	12,92	2,07	9,65	32	597,7669067	10026,20508	24,85	12,24	-7,04	0,86	-2,33	-1,69	0,17	7,46	-0,0927	12,45	-31,5	60,18	8,11	6,93	1,51	1,01	4,39	3,32	87,66	96,5	92	74,86	49,57	278	22,23	0	19	4,98	0	68,8	1264277	15	24,28	14,54	5,58	32,42	0	3	19,12	0	34,08	1,74
583	Thoubal	15,1	78,56	99,97	19,22	0	19,06	66,99	33,93	3,68	14,34	317	566,668457	2541,573975	13,96	10,86	-10,1	1,9	-2,09	0,13	-2,74	8,29	-0,106	7,5	-18,4	54,44	15,05	9,38	1,1	-4,5	1,91	1,08	97,77	95,4	117	63,79	49,94	613	13,57	1	10	11,09	0	56,57	422168	0	60,25	57,98	15,34	43,46	0	9	7,6	0	9,62	0,36
584	Thrissur	43,17	72,72	99,97	59,35	0	74,67	33,47	17,44	11,3	9,74	26	1013,376648	2273,149902	26,82	0,39	-7,76	6,49	-1,44	-2,73	-3,06	3,86	-0,3703	16,07	-18	66,75	4,94	6,75	8,1	2,33	6,15	5,27	91,84	91,84	6	85,82	47,44	106	29,66	2	6	3,74	16	90,22	3121200	10	80,4	68,11	21,13	89,44	0	44	15,43	2	10,39	-1,52
585	Tikamgarh	0,37	0,42	4,33	3,81	0	37,34	51,45	33,71	1,38	15,75	680	279,3131104	19635,90234	10,67	-2,78	-12,8	0,36	-3,33	0,74	0,45	6,66	-0,4133	4,68	-9,67	44,91	20,13	0,26	0,73	-0,67	0,43	2,75	97,59	98,4	47	51,75	52,61	435	11,83	0	23	28	0	46,83	1445166	3	48,74	41,87	4,22	19,17	0	2	15,39	0	25,02	0,73
586	Tinsukia	2,61	6,61	87,38	34,55	0	48,97	62,93	34,05	4,96	13,69	680	336,3548584	3094,700195	21,35	4,14	-6,36	2,1	-2,38	3,53	6,11	8,96	-1,0417	4,81	-9,77	40,02	15,47	6,76	7,84	-0,49	1,97	-0,75	66,77	70,99	324	60,12	51,22	920	11,69	0	9	18,84	4	46,48	1327929	13	65,77	62,2	18,11	64,6	0	1	11	0	2,84	0,12
587	Tirap	1,26	1,94	92,67	60,04	0	66,74	4,94	46,95	3,48	17,9	615	52,1784706	773,4815063	38,03	0,77	2,64	2,1	3,71	5,96	NA	9,55	-0,9227	4,18	-14,4	32,73	11,61	7,85	NA	1,72	0,69	-1,59	81,4	NA	269	42,84	51,44	866	7,03	0	3	48,72	0	36,86	111975	0	46,68	NA	5,35	24,7	0	4	12,12	0	0	0
588	Tiruchirappalli	1,96	13,78	87,67	12,49	908771	60,89	51,79	13,82	4,08	10,01	104	597,9112549	19989,06836	30,79	4,68	-6,1	2,09	-1,16	-2,26	-2,65	5,7	-0,2987	15,54	-24,7	63,49	12,57	8,41	8,16	1,77	6,67	2,41	71,37	82,04	14	74,9	49,67	253	33,43	1	71	5,54	14	76,68	2722290	16	43,92	34,69	12,05	54,74	49,8899994	44	20,28	4	17,14	0,62
589	Tirunelveli	1,96	22,84	92,29	7,92	0	58,41	46,26	12,84	2,96	10,45	66	451,4719849	17501,21289	34,55	5,34	-7,59	1,45	-1,3	-3	-2,5	6,73	0,4546	13,09	-27,3	59,55	13,82	4,43	3,29	-2,18	4,03	2,67	78,2	87,2	18	73,88	49,42	136	23,81	1	120	6,3	8	69,63	3077233	22	59,98	52,28	25,4	65,51	1330,369995	44	22,41	1	18,51	0,72
590	Tiruppur	2,64	14,08	81,28	15,23	0	45,57	41,5	6,67	6,2	9,74	146	419,6803894	12188,6709	22,18	-5,55	-7,72	4,26	-1,78	-3,19	-0,76	8,43	-0,3306	14,1	-16,95	64,86	30,1	6,9	6,71	-0,76	4,84	3,28	62,07	83,69	36	71,02	50,27	169	47,61	1	69	4,13	6	80,03	2479052	4	54,07	42,82	20,08	69,82	0	44	24,58	0	15,97	0,36
591	Tiruvanamalai	0,78	2,24	29,76	10,38	0	42,93	52,11	19,32	1,32	11,06	88	398,4602356	16823,36719	23,16	6,33	-6,92	0,54	-0,89	-1,27	-1,07	6,66	0,0121	14,46	-28,9	61,4	12,75	7,75	7,18	1,06	6,18	0,88	90,39	95,61	21	66	50,14	140	23,42	0	49	6,68	0	65,62	2464875	5	41,93	31,97	7,48	33,96	0	2	16,18	0	22,94	1,55
592	Tonk	0,45	0	0	NA	0	66,34	34,93	40,75	2,35	14,36	508	194,8623505	13650,87891	36,16	-16,2	-12,7	0,76	-4,11	1,4	0,92	10,37	-0,4708	12,79	-14,1	65,95	17,3	-1,29	-0,73	-0,78	1	1,94	96,37	97,37	9	52,74	51,23	313	25,45	0	22	19,27	0	70,83	1421326	3	35,79	28,89	6,31	32,3	0	0	11,8	1	20,26	1,02
593	Toothukudi	2,2	12,5	66,96	11,77	0	53,89	51,42	13,81	3,16	10,5	18	377,0305786	10501,87402	26,84	4,88	-8,12	1,38	-1,23	-1,57	-2,35	5,16	0,6532	13,71	-23,9	63,05	9,88	5,16	6,49	-3,67	2,3	3,06	72,15	82,66	10	77,12	49,42	174	26,89	1	52	5,28	3	74,3	1750176	13	57,71	49,85	16,18	66,69	249,5	2	23,08	0	19,88	1,74
594	Tuensang	0,22	0	0	NA	0	18,89	0,91	50,93	2,73	18,2	514	83,8362503	10188,38086	15,6	3,86	-4,75	0,67	-2,29	3,81	NA	9,74	-0,2804	3,52	-21,29	28,18	5,7	0,89	NA	0,62	2,23	0,78	86,85	NA	181	59,77	51,85	774	1,89	0	2	51,65	0	35,6	196596	0	29,77	NA	3,94	19,39	0	0	10,24	0	0	0
595	Tumkur	0,47	0	0	NA	0	49,21	43,46	20,3	2,35	9,92	236	251,405777	14026,54688	20,47	5,17	-8,1	1,08	-2	-1,78	-2,46	8,67	-0,4152	10,36	-17	50,72	3,65	-1,18	-0,01	1,51	6,22	3,13	83,7	88,98	5	67,69	50,41	93	21,65	1	23	19,97	2	58,6	2678980	6	37,25	29,21	10,18	36,65	0	0	15,7	1	18,92	0,58
596	Udaipur	0,74	1,01	66,11	48,85	370934	61,24	23,59	35,94	4,53	16,57	245	255,446228	7660,835938	27,31	-0,28	-8,59	1,43	-2,29	0,6	-0,76	11,3	-0,1601	12,15	-19,81	46,81	23,67	4,82	4,1	-0,48	3,35	2,21	93,18	89,01	8	51,58	51,06	596	25,45	1	23	36,67	18	53,49	3068420	15	33,21	33,91	6,08	38,34	0	1	13,69	2	6,14	-0,14
597	Udalguri	4,36	6,86	66,14	42,09	0	37	74,07	33,16	1,71	13,62	444	398,6903076	902,6043701	15,6	3,86	-9,61	0,68	-2,29	0,6	-0,76	9,74	-0,1601	3,52	-10,79	46,81	9,61	4,82	4,1	-0,48	3,35	0,42	87,97	89,21	43	56,5	50,7	593	6,9	0	9	15,31	0	45,86	831668	4	37,89	35,19	13,42	42,74	0	2	9,11	0	4,55	-0,14
598	Udhampur	1,27	0	0	NA	0	72,3	4,22	42,47	4,06	15,2	1161	203,1423798	3460,374756	27,31	0,02	-9,61	1,86	-2,29	0,44	0,29	9,74	-0,3306	3,67	-21,29	63,72	20,78	4,82	4,1	-0,76	4,84	0,42	96,54	97,45	15	58,08	53,48	508	9,57	0	2	22,35	1	69,32	554985	5	42,13	31,66	6,76	48,94	0	0	7,19	0	24,97	0,96
599	Udhamsingh Nagar	3,14	9,38	69,56	23,31	0	72,49	64,86	41,19	5,61	13,9	995	599,600708	9224,255859	18,7	-4,92	-8,13	2,9	-3,85	5,47	8,92	9,59	-0,4816	14,53	-7,76	65,61	33,45	6,59	5,53	2,16	7,44	0,12	85,26	86,47	79	62,94	52,08	227	29,45	0	23	7,6	3	76,31	1648902	11	36,28	26,55	8,35	51,32	440	1	8,58	0	14,45	1,28
600	Udupi	3,3	15,48	91,72	19,56	0	93,71	32,33	30,79	8,67	8,76	15	300,57724	5168,241699	14,26	4,81	-9,76	4,37	-1,54	-0,84	-1,73	5,81	0,792	12,24	-15,6	67,94	5,85	5,15	7,87	1,33	13,25	2,8	89,59	90,43	117	78,69	47,74	300	26,46	0	43	4,81	5	89,7	1177361	1	63,37	47,44	22,97	75,35	41,2000008	44	13,95	2	6,41	0,32
601	Ujjain	0,76	0	0	NA	0	47,99	42,59	34,9	3,17	13,65	301	324,068512	18717,35352	10,13	-5,89	-10	1,12	-2,64	1,76	0,18	3,14	-0,4498	10,13	-9,32	54,48	16,12	5,58	6,39	1	1,61	2,04	88,03	92,04	76	62,46	51,15	553	27,95	1	19	21,45	1	64,67	1986864	19	38,99	27,98	6,53	34,14	0	0	12,16	1	26,37	1,65
